,CaseId,geometry,LATITUDE,LONGITUDE,Priority_Value,DN,days_elapsed,satisfaction_level,no_of_priority_areas,no_of_retail_licenses_vicinity,avg_compliance_percent,days_elapsed_last_inspection,Priority_Value_score,DN_score,days_elapsed_score,satisfaction_level_score,no_of_priority_areas_score,no_of_retail_licenses_vicinity_score,avg_compliance_percent_score,days_elapsed_last_inspection_score,Final_score_Visibility,Final_score_Impact,Total_score,Total_score_classes,OBJECTID,REGION,AMANACODE,AMANAARNAM,AMANAENAME,SHAPE_AREA,SHAPE_LEN,index_right
608,INC-22-05-038212,POINT (936662.6325048485 3285826.856189574),29.6258125,43.5082344,2,6773,163,0,0,4,0.0,0,0.5,0.17,0.17,0.33,0.0,0.01,0.0,0.0,0.19,0.25,24.35,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
609,INC-22-10-031895,POINT (583521.3789088335 2363178.9701887458),21.368803398,39.805616252,2,4268,11,0,0,99,0.0,0,0.5,0.08,0.0,0.33,0.0,0.26,0.0,0.0,0.19,0.25,24.35,Medium (10%-40%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
610,INC-22-02-051166,POINT (442336.47041088506 2691571.5628702636),24.33623896,38.431584947,2,93,249,0,0,0,0.0,0,0.5,0.0,0.34,0.33,0.0,0.0,0.0,0.0,0.19,0.25,24.31,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
611,INC-22-03-042576,POINT (560983.7289582375 2715115.6293794755),24.5487455,39.6021516,2,1784,223,0,0,2,0.0,0,0.5,0.03,0.3,0.33,0.0,0.0,0.0,0.0,0.19,0.25,24.31,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
612,INC-22-02-077838,POINT (343436.49262692913 3464743.7308793236),31.306544378,37.354826916,2,482,244,0,0,1,0.0,0,0.5,0.01,0.33,0.33,0.0,0.0,0.0,0.0,0.19,0.25,24.28,Medium (10%-40%),4234,منطقة الجوف,010,أمانة منطقة الجوف,Al Jouf Municipality,7.96802058843,16.8237292283,6
613,INC-22-02-056451,POINT (527113.409175597 2413956.871640828),21.829306613,39.262360297,2,92,248,0,0,0,0.0,0,0.5,0.0,0.34,0.33,0.0,0.0,0.0,0.0,0.19,0.25,24.25,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
614,INC-22-06-079836,POINT (399955.8102701935 2666610.004582737),24.10867924,38.015592434,3,156,121,0,0,1,0.0,0,1.0,0.0,0.12,0.33,0.0,0.0,0.0,0.0,0.07,0.5,24.25,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
615,INC-22-06-099517,POINT (816712.803170129 2051584.7876203207),18.531118883,41.999744363,3,285,118,0,0,2,0.0,0,1.0,0.0,0.12,0.33,0.0,0.0,0.0,0.0,0.07,0.5,24.24,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
616,INC-22-10-026420,POINT (530683.1724120678 2365759.866982321),21.393794382,39.296014996,2,874,13,-1,0,17,0.0,0,0.5,0.01,0.01,1.0,0.0,0.03,0.0,0.0,0.03,0.58,24.19,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
617,INC-22-10-064646,POINT (596375.5352875112 2374558.1960438257),21.4709626,39.9302419,2,12390,5,0,0,13,0.0,0,0.5,0.31,0.0,0.33,0.0,0.03,0.0,0.0,0.18,0.25,24.14,Medium (10%-40%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
618,INC-22-07-119582,POINT (518298.3178067073 2351629.8317253925),21.266294261,39.176380411,3,1998,82,0,0,1,0.0,0,1.0,0.04,0.08,0.33,0.0,0.0,0.0,0.0,0.07,0.5,24.1,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
619,INC-22-02-103452,POINT (521727.0440384957 2366079.9081068137),21.396816252,39.209615663,2,764,238,0,0,1,0.0,0,0.5,0.01,0.32,0.33,0.0,0.0,0.0,0.0,0.18,0.25,24.08,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
620,INC-22-02-092920,POINT (442376.5481398746 2690981.474367405),24.330911086,38.432003756,2,440,241,0,0,0,0.0,0,0.5,0.01,0.33,0.33,0.0,0.0,0.0,0.0,0.18,0.25,24.05,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
621,INC-22-10-057398,POINT (1569710.4141277522 2850279.1983283176),25.3847578,49.5954922,2,12030,6,0,0,16,0.0,0,0.5,0.3,0.0,0.33,0.0,0.03,0.0,0.0,0.18,0.25,24.02,Medium (10%-40%),4241,المنطقة الشرقية,017,أمانة محافظة الاحساء,Alahsa Municipality,33.6606178857,29.8632948046,13
622,INC-22-10-034177,POINT (466698.3956454212 3505074.892375088),31.6804896,38.6486494,2,2252,11,-1,0,2,0.0,0,0.5,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.58,23.99,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
623,INC-22-06-130326,POINT (1624194.1432183196 2947480.0866233534),26.206080416,50.208939761,1,1567,110,0,0,30,32.5,31,0.0,0.02,0.11,0.33,0.0,0.08,0.6,0.08,0.16,0.3,23.92,Medium (10%-40%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
624,INC-22-10-066548,POINT (511391.47804647096 2398763.814702249),21.692211918,39.110124148,3,4291,5,0,0,18,0.0,0,1.0,0.08,0.0,0.33,0.0,0.04,0.0,0.0,0.06,0.5,23.88,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
625,INC-22-10-019646,POINT (513712.0698795366 2410844.1890912415),21.801339526,39.132658005,2,543,14,-1,0,15,0.0,0,0.5,0.01,0.01,1.0,0.0,0.03,0.0,0.0,0.02,0.58,23.86,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
626,INC-22-06-109558,POINT (1621940.903606253 2944925.534259795),26.185198919,50.184626662,1,575,115,0,0,10,5.0,139,0.0,0.01,0.12,0.33,0.0,0.02,0.09,0.36,0.28,0.05,23.84,Medium (10%-40%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
627,INC-22-10-026015,POINT (528147.186116094 2355935.8340109484),21.305073936,39.27138593,2,669,13,-1,0,14,0.0,0,0.5,0.01,0.01,1.0,0.0,0.03,0.0,0.0,0.02,0.58,23.82,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
628,INC-22-10-036952,POINT (559075.7614809892 2705576.6875622426),24.4626713,39.5829157,2,4016,10,0,0,96,0.0,0,0.5,0.08,0.0,0.33,0.0,0.25,0.0,0.0,0.18,0.25,23.78,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
629,INC-22-05-135738,POINT (1621501.527220644 2964941.4670661176),26.362822421,50.197534673,1,2338,141,0,0,17,26.66666666666667,43,0.0,0.04,0.14,0.33,0.0,0.03,0.49,0.11,0.18,0.24,23.76,Medium (10%-40%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
630,INC-22-10-033518,POINT (695979.1030808988 3429721.515169454),30.9847699,41.0523328,2,663,11,0,0,12,0.0,113,0.5,0.01,0.0,0.33,0.0,0.02,0.0,0.29,0.18,0.25,23.76,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
631,INC-22-10-053118,POINT (1279502.3147843657 2753657.128585548),24.699794164,46.690977216,1,19849,7,0,0,22,0.0,0,0.0,0.5,0.0,0.33,0.0,0.04,0.0,0.0,0.3,0.0,23.75,Medium (10%-40%),4229,منطقة الرياض,004,أمانة منطقة الرياض,Alriyadh Municipality,33.5501795939,30.1679480228,1
632,INC-22-03-013301,POINT (523167.136622956 2364176.229502239),21.37959826,39.223483019,2,516,229,0,0,6,0.0,0,0.5,0.01,0.31,0.33,0.0,0.01,0.0,0.0,0.18,0.25,23.71,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
633,INC-22-09-057795,POINT (535565.7929840629 2369702.323235964),21.429324901,39.343202508,2,1280,38,-1,0,0,0.0,0,0.5,0.02,0.02,1.0,0.0,0.0,0.0,0.0,0.02,0.58,23.7,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
634,INC-22-09-021855,POINT (529805.175438203 2387002.6090033483),21.5857375,39.2879219,2,929,44,-1,0,0,0.0,0,0.5,0.01,0.03,1.0,0.0,0.0,0.0,0.0,0.02,0.58,23.69,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
635,INC-22-07-013835,POINT (1610884.3497585177 2970947.5346495123),26.424265833,50.098281205,1,17107,106,0,0,3,0.0,0,0.0,0.43,0.11,0.33,0.0,0.0,0.0,0.0,0.3,0.0,23.69,Medium (10%-40%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
636,INC-22-07-036618,POINT (414229.5566908652 2670005.809422236),24.1401875,38.1558281,3,634,101,0,0,1,0.0,0,1.0,0.01,0.1,0.33,0.0,0.0,0.0,0.0,0.06,0.5,23.65,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
637,INC-22-09-039334,POINT (508637.2729746025 2407481.5681585423),21.770991073,39.083544112,2,678,42,-1,0,2,0.0,0,0.5,0.01,0.03,1.0,0.0,0.0,0.0,0.0,0.02,0.58,23.6,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
638,INC-22-07-014968,POINT (536134.1599151312 2377054.6828013975),21.495742035,39.348845109,3,330,106,0,0,0,0.0,0,1.0,0.0,0.11,0.33,0.0,0.0,0.0,0.0,0.06,0.5,23.59,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
639,INC-22-10-007022,POINT (936012.0674540191 3286536.1945437216),29.63242251,43.501819376,2,6773,17,0,0,55,0.0,0,0.5,0.17,0.01,0.33,0.0,0.14,0.0,0.0,0.18,0.25,23.58,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
640,INC-22-08-188489,POINT (743179.4025916164 2074735.998270751),18.749964916,41.306573723,2,439,49,-1,0,0,0.0,0,0.5,0.01,0.03,1.0,0.0,0.0,0.0,0.0,0.02,0.58,23.57,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
641,INC-22-03-001633,POINT (561656.5807398679 2715264.1358263665),24.55006,39.6088015,2,488,232,0,0,0,0.0,0,0.5,0.01,0.32,0.33,0.0,0.0,0.0,0.0,0.18,0.25,23.53,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
642,INC-22-10-063896,POINT (520227.8672064095 2389735.4097182495),21.6105625,39.1954375,3,4142,6,0,0,15,0.0,0,1.0,0.08,0.0,0.33,0.0,0.03,0.0,0.0,0.06,0.5,23.52,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
643,INC-22-09-020357,POINT (535989.5292901447 2369013.069834247),21.42308905,39.347276692,2,537,45,-1,0,0,0.0,0,0.5,0.01,0.03,1.0,0.0,0.0,0.0,0.0,0.02,0.58,23.5,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
644,INC-22-10-050811,POINT (530942.7081137798 2367669.1960366615),21.411040914,39.298553859,3,795,7,0,0,37,0.0,0,1.0,0.01,0.0,0.33,0.0,0.1,0.0,0.0,0.06,0.5,23.5,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
645,INC-22-09-031662,POINT (544153.9948525557 2366579.1812755037),21.40091714,39.425993487,2,684,42,-1,0,0,0.0,0,0.5,0.01,0.03,1.0,0.0,0.0,0.0,0.0,0.02,0.58,23.49,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
646,INC-22-07-068973,POINT (755221.2974268371 2133699.981169336),19.280939639,41.428440884,3,424,93,0,0,6,0.0,0,1.0,0.01,0.09,0.33,0.0,0.01,0.0,0.0,0.06,0.5,23.49,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
647,INC-22-02-126045,POINT (884312.6093661668 2022103.9209281818),18.253961585,42.633563094,2,335,233,0,0,0,0.0,0,0.5,0.0,0.32,0.33,0.0,0.0,0.0,0.0,0.18,0.25,23.42,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
648,INC-22-03-091243,POINT (892346.2444685054 2026762.3329941917),18.294521,42.710297,2,989,212,0,0,9,0.0,0,0.5,0.01,0.29,0.33,0.0,0.02,0.0,0.0,0.17,0.25,23.38,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
649,INC-22-03-112781,POINT (513826.9139582977 2407375.2405850952),21.76999745,39.133739993,2,152,207,0,0,18,0.0,0,0.5,0.0,0.28,0.33,0.0,0.04,0.0,0.0,0.17,0.25,23.35,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
650,INC-22-07-032690,POINT (685539.2586226915 3419308.504260105),30.89255482,40.941159988,3,5,102,0,0,0,0.0,0,1.0,0.0,0.1,0.33,0.0,0.0,0.0,0.0,0.06,0.5,23.32,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
651,INC-22-10-064482,POINT (524393.7659726129 2386813.641046715),21.584112368,39.235644587,3,3901,6,0,0,15,0.0,0,1.0,0.07,0.0,0.33,0.0,0.03,0.0,0.0,0.06,0.5,23.32,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
652,INC-22-07-031888,POINT (412482.31797387864 2669324.3727478194),24.13393732,38.138674117,3,13,101,0,0,0,0.0,0,1.0,0.0,0.1,0.33,0.0,0.0,0.0,0.0,0.06,0.5,23.28,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
653,INC-22-05-137959,POINT (823606.8854802825 2045877.804773359),18.478564829,42.064056126,2,168,141,0,0,21,12.33333333333333,13,0.5,0.0,0.14,0.33,0.0,0.04,0.23,0.03,0.12,0.36,23.26,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
654,INC-22-07-056441,POINT (871648.064567084 2017158.236971831),18.21158,42.513095,2,8667,95,0,0,2,0.0,0,0.5,0.22,0.1,0.33,0.0,0.0,0.0,0.0,0.17,0.25,23.25,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
655,INC-22-03-005733,POINT (521017.259763297 2742204.976295582),24.794460663,39.207932994,2,131,231,0,0,0,0.0,0,0.5,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.17,0.25,23.24,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
656,INC-22-10-016253,POINT (513564.615885791 2409507.451092308),21.789263547,39.131220461,2,188,15,-1,0,10,0.0,0,0.5,0.0,0.01,1.0,0.0,0.02,0.0,0.0,0.02,0.58,23.22,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
657,INC-22-01-108147,POINT (558883.0897132827 2705458.6915598013),24.461612965,39.581009746,1,4016,273,0,0,31,0.0,0,0.0,0.08,0.37,0.33,0.0,0.08,0.0,0.0,0.29,0.0,23.19,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
658,INC-22-10-062337,POINT (527663.5046649276 2389101.6092670993),21.604736269,39.267268069,2,980,6,-1,0,8,0.0,0,0.5,0.01,0.0,1.0,0.0,0.02,0.0,0.0,0.02,0.58,23.17,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
659,INC-22-10-064707,POINT (522895.3674600229 2385161.4959388236),21.569205152,39.221147439,2,9073,5,0,0,33,0.0,0,0.5,0.23,0.0,0.33,0.0,0.09,0.0,0.0,0.17,0.25,23.15,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
660,INC-22-07-048839,POINT (621221.506074819 3335573.931548416),30.14547375,40.258652121,3,47,97,0,0,0,0.0,0,1.0,0.0,0.1,0.33,0.0,0.0,0.0,0.0,0.05,0.5,23.11,Medium (10%-40%),4234,منطقة الجوف,010,أمانة منطقة الجوف,Al Jouf Municipality,7.96802058843,16.8237292283,6
661,INC-22-10-066295,POINT (520225.31829322246 2389756.5830805264),21.610753829,39.19541313,3,4142,6,0,0,10,0.0,0,1.0,0.08,0.0,0.33,0.0,0.02,0.0,0.0,0.05,0.5,23.09,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
662,INC-22-03-065680,POINT (898234.0471170978 2028526.1565376075),18.3093394,42.7662325,2,808,218,0,0,1,0.0,0,0.5,0.01,0.3,0.33,0.0,0.0,0.0,0.0,0.17,0.25,22.89,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
663,INC-22-10-038059,POINT (526653.7075430808 2372808.784186807),21.457546175,39.257252709,3,4519,10,0,0,5,0.0,0,1.0,0.08,0.0,0.33,0.0,0.01,0.0,0.0,0.05,0.5,22.88,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
664,INC-22-08-015079,POINT (1582388.6097305405 2854962.1960106203),25.4172303,49.723053,3,1099,76,0,0,2,0.0,0,1.0,0.01,0.08,0.33,0.0,0.0,0.0,0.0,0.05,0.5,22.86,Medium (10%-40%),4241,المنطقة الشرقية,017,أمانة محافظة الاحساء,Alahsa Municipality,33.6606178857,29.8632948046,13
665,INC-22-03-061096,POINT (464657.33217009547 3502240.4381345045),31.654855764,38.627217561,2,745,218,0,0,0,0.0,0,0.5,0.01,0.3,0.33,0.0,0.0,0.0,0.0,0.17,0.25,22.83,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
666,INC-22-09-157457,POINT (791828.738198722 2124080.8312018192),19.189149853,41.775017399,2,152,24,-1,0,3,0.0,0,0.5,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.01,0.58,22.79,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
667,INC-22-10-069504,POINT (562674.8851314487 2704118.756127686),24.449363285,39.618363326,2,10818,5,0,0,17,0.0,0,0.5,0.27,0.0,0.33,0.0,0.03,0.0,0.0,0.17,0.25,22.75,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
668,INC-22-10-035435,POINT (693128.9628203403 3429321.0428663013),30.9816293,41.0224252,2,7550,11,0,0,6,7.642857142857139,17,0.5,0.19,0.0,0.33,0.0,0.01,0.14,0.04,0.13,0.32,22.7,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
669,INC-22-10-017060,POINT (874293.1538997801 1923798.8697198227),17.368870459,42.521493536,2,676,15,-1,0,0,0.0,0,0.5,0.01,0.01,1.0,0.0,0.0,0.0,0.0,0.01,0.58,22.67,Medium (10%-40%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
670,INC-22-10-019451,POINT (525304.5208407522 2378527.7251455165),21.5092366,39.2443171,3,2666,14,0,0,15,0.0,0,1.0,0.05,0.01,0.33,0.0,0.03,0.0,0.0,0.05,0.5,22.63,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
671,INC-22-09-158035,POINT (523524.51817981334 2414104.806862266),21.830694716,39.227635078,2,77,24,-1,0,0,0.0,0,0.5,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.01,0.58,22.59,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
672,INC-22-10-065630,POINT (760729.8620041921 3040554.9896087395),27.4636033,41.6382908,2,678,5,-1,0,5,0.0,0,0.5,0.01,0.0,1.0,0.0,0.01,0.0,0.0,0.01,0.58,22.59,Medium (10%-40%),4231,منطقة حائل,012,أمانة منطقة حائل,Hail Municipality,10.5062556261,16.6949061644,3
673,INC-22-07-107078,POINT (927917.5513474704 1909968.7804034958),17.234645967,43.022445515,3,283,84,0,0,0,0.0,0,1.0,0.0,0.08,0.33,0.0,0.0,0.0,0.0,0.05,0.5,22.58,Medium (10%-40%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
674,INC-22-10-019958,POINT (524246.59505568567 2418475.058007767),21.870168645,39.234686682,2,64,13,-1,0,4,0.0,0,0.5,0.0,0.01,1.0,0.0,0.01,0.0,0.0,0.01,0.58,22.49,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
675,INC-22-10-050844,POINT (523442.46218749305 2385995.279242942),21.576731256,39.226443525,2,8483,7,0,0,32,0.0,0,0.5,0.21,0.0,0.33,0.0,0.08,0.0,0.0,0.16,0.25,22.42,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
676,INC-22-06-105762,POINT (343021.08634962805 3467276.977367249),31.329335805,37.350064936,2,6840,116,0,0,6,0.0,0,0.5,0.17,0.12,0.33,0.0,0.01,0.0,0.0,0.16,0.25,22.41,Medium (10%-40%),4234,منطقة الجوف,010,أمانة منطقة الجوف,Al Jouf Municipality,7.96802058843,16.8237292283,6
677,INC-22-10-068553,POINT (562690.5744666002 2708983.931303352),24.493301023,39.618732835,2,11711,5,0,0,2,0.0,0,0.5,0.29,0.0,0.33,0.0,0.0,0.0,0.0,0.16,0.25,22.39,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
678,INC-22-10-045688,POINT (530496.5682412329 2387296.4750940492),21.588380868,39.294606149,2,690,8,-1,0,0,0.0,0,0.5,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.58,22.35,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
679,INC-22-08-051272,POINT (561490.9540906543 2715121.0420418903),24.548774297,39.607159942,3,1784,70,0,0,0,0.0,0,1.0,0.03,0.05,0.33,0.0,0.0,0.0,0.0,0.04,0.5,22.29,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
680,INC-22-03-107893,POINT (936621.7189995365 2005189.1745442664),18.091456752,43.123655309,2,690,209,0,0,0,0.0,0,0.5,0.01,0.28,0.33,0.0,0.0,0.0,0.0,0.16,0.25,22.26,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
681,INC-22-10-048663,POINT (518988.8053834615 2413700.972666549),21.827100898,39.183740771,2,148,8,-1,0,2,0.0,0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.58,22.13,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
682,INC-22-03-120059,POINT (807683.4707128056 2117609.944699831),19.128403754,41.9246083,2,638,206,0,0,1,0.0,0,0.5,0.01,0.28,0.33,0.0,0.0,0.0,0.0,0.16,0.25,22.08,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
683,INC-22-07-043493,POINT (514834.56943765806 2385698.860058171),21.57414539,39.143292817,1,15094,98,0,0,13,0.0,0,0.0,0.38,0.1,0.33,0.0,0.03,0.0,0.0,0.28,0.0,22.05,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
684,INC-22-10-040844,POINT (839418.1553228943 2089403.4985766236),18.86884684,42.221011184,2,216,9,-1,0,0,0.0,0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.58,22.04,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
685,INC-22-10-054135,POINT (424117.36327501363 3377799.9623192437),30.53016102,38.208998814,2,304,7,-1,0,0,0.0,0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.58,22.04,Medium (10%-40%),4234,منطقة الجوف,010,أمانة منطقة الجوف,Al Jouf Municipality,7.96802058843,16.8237292283,6
686,INC-22-10-038304,POINT (916478.4460933253 1859023.8113591822),16.777325483,42.905555794,2,107,10,-1,0,0,0.0,0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.58,22.03,Medium (10%-40%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
